Letters,Central Letter,Total Words,Total Points
AMNOTXY,O,58,233
AMNOTXY,N,61,259
AMNOTXY,M,60,249
AMNOTXY,A,75,308
CEHMSTU,U,59,220
CEHMSTU,T,62,220
CEHMSTU,S,72,270
CEHMSTU,E,69,253
ACEHMTU,T,92,404
ACEHMTU,M,60,227
ACEHMTU,H,71,307
ACEHMTU,E,83,365
ACEHMTU,C,66,331
ACEHMTU,A,92,423
EIKLNST,K,71,315
AEKLMRT,K,53,214
AEHLPTY,T,94,435
AEHLPTY,P,87,380
AEHLPTY,H,57,221
EHLNOPT,T,76,318
EHLNOPT,P,68,271
EHLNOPT,N,55,224
EHLNOPT,L,69,264
EILNPRT,P,93,491
EILNPRT,L,93,458
CELOPST,C,61,266
EHLMORT,M,86,371
EHLMORT,L,87,392
EHLMORT,H,62,281
AEFGLRT,G,90,439
AEFGLRT,F,77,352
DEILRTU,U,60,257
DEILRTU,T,99,467
DEILRTU,D,86,394
EILMRTU,U,59,273
EILMRTU,M,97,456
EILMRTU,L,99,456
EMOPSTU,U,79,352
EMOPSTU,P,98,417
EMOPSTU,M,78,311
DEFNORT,N,97,474
DEFNORT,F,72,360
DEFNORT,D,91,421
DEINRTZ,D,85,436
DELNRTY,T,65,309
DELNRTY,R,75,342
DELNRTY,N,60,276
DELNRTY,D,56,252
DEFLNOT,T,75,301
DEFLNOT,O,93,356
DEFLNOT,N,70,307
DEFLNOT,L,76,303
DEFLNOT,F,53,224
DEFLNOT,D,71,305
EHKNORT,N,82,377
EHKNORT,H,57,281
AEKMNRT,K,56,220
DEILPTY,T,63,281
DEILPTY,L,67,287
DEILPTY,I,77,322
DEILPTY,E,87,374
DEILPTY,D,58,266
AEILQTU,T,61,235
AEILQTU,L,69,279
AEILQTU,E,55,242
AEILQTU,A,50,208
BEIMRTU,U,53,260
BEIMRTU,M,73,324
BEIMRTU,I,90,395
BEIMRTU,B,68,328
BEHINRT,N,94,487
BEHINRT,H,60,326
BEHINRT,B,66,307
CEHILTY,T,66,293
CEHILTY,L,70,319
CEHILTY,I,67,317
CEHILTY,H,55,259
CEHILTY,E,60,263
CEHILTY,C,59,299
ADEHITY,T,50,196
ADEHITY,E,53,188
ADEHITY,D,51,187
ADEHITY,A,55,204
CEIMRTU,U,51,272
CEIMRTU,M,75,350
CEIMRTU,I,92,449
CEIMRTU,C,64,339
ADEHSTU,U,62,248
ADEHSTU,H,78,348
ADEHSTU,D,78,346
ADHILNT,T,70,320
ADHILNT,N,72,342
ADHILNT,L,72,297
ADHILNT,I,100,442
AHLMOST,T,94,338
AHLMOST,M,88,327
AHLMOST,H,76,300
AHILMTU,T,61,231
AHILMTU,M,74,307
AHILMTU,L,88,347
AHILMTU,I,65,280
AHILMTU,A,92,351
ADHILOT,T,66,216
ADHILOT,O,69,215
ADHILOT,L,83,266
ADHILOT,I,64,221
ADHILOT,H,50,195
ADHILOT,D,51,159
ADHILOT,A,78,277
AEGHLTW,T,64,246
AEGHLTW,L,83,335
AEGHLTW,E,92,360
AEGHLTW,A,96,364
AGHINTW,T,72,333
AGHINTW,N,94,462
AGHINTW,I,100,473
AGHINTW,G,75,351
AGHINTW,A,90,404
AEGHORT,H,82,378
AEGHORT,G,92,449
BDEHIOT,T,62,251
BDEHIOT,E,56,216
DEHILOT,T,85,342
DEHILOT,O,80,297
DEHILOT,L,90,333
DEHILOT,I,71,272
DEHILOT,E,88,363
DEHILOT,D,64,242
EHIORTZ,T,96,452
EHIORTZ,R,90,412
EHIORTZ,O,62,268
EHIORTZ,I,52,251
EHIORTZ,E,84,415
EHIOPST,I,78,399
EHIOPST,H,83,385
AEHPRTY,Y,63,271
AEHPRTY,H,73,326
ADEHRTV,H,82,421
ADEHRTV,D,87,433
EHMORTY,R,99,426
EHMORTY,O,95,399
EHMORTY,M,71,298
EHMORTY,H,53,237
DEHOPRT,P,83,396
DEHOPRT,H,57,265
DEHOPRT,D,60,258
EGHRTUY,R,53,221
EGHRTUY,E,51,217
ADEHITZ,E,52,181
ADEHITZ,A,50,168
AEHINTZ,T,79,371
AEHINTZ,N,72,355
AEHINTZ,I,56,278
AEHINTZ,E,57,253
AEHINTZ,A,67,310
CHIKLTY,I,53,215
CEHIKST,T,73,342
CEHIKST,S,67,295
CEHIKST,I,74,322
CEHIKST,H,72,354
CEHIKST,E,72,331
CEHIKST,C,55,254
AEHILTV,V,59,290
AEHILTV,T,93,450
AEHILTV,I,77,335
AEHILTV,H,60,264
EHIRTVY,T,63,324
EHIRTVY,R,78,360
EHIRTVY,I,54,270
EHIRTVY,E,85,390
EGHINTV,T,68,377
EGHINTV,N,74,385
EGHINTV,I,73,401
EGHINTV,G,58,329
EGHINTV,E,75,389
BEHILMT,T,64,240
BEHILMT,L,66,255
BEHILMT,I,59,224
BEHILMT,E,78,294
EHINOTX,T,55,235
ADHINRT,T,77,358
ADHINRT,R,83,352
ADHINRT,N,91,431
ADHINRT,I,93,437
ADHINRT,D,60,248
HILRSTY,I,58,251
HMNOPST,T,51,210
HMNOPST,S,50,182
HMNOPST,O,82,282
AEHORTU,U,61,261
AEHORTU,O,92,395
AEHORTU,H,86,370
AEHIORT,O,87,392
AEHIORT,I,87,430
AEHIORT,H,93,446
HIMORTU,T,58,193
HIMORTU,R,52,188
HIMORTU,O,57,195
EHIORTV,O,70,307
EHIORTV,I,62,315
FGHLOTU,O,50,141
CEHNPRT,T,76,378
CEHNPRT,R,73,379
CEHNPRT,N,51,267
EHNPRTY,T,60,266
EHNPRTY,R,56,245
EHNPRTY,E,84,340
DEHILRT,L,84,388
DEHILRT,H,50,241
DEHILRT,D,67,309
GHILNRT,T,51,247
GHILNRT,I,77,358
GHILNRT,G,53,291
AHINRTX,T,67,323
AHINRTX,R,52,229
AHINRTX,N,59,271
AHINRTX,I,67,285
AHINRTX,A,82,362
DEHLORT,L,87,394
DEHLORT,H,61,279
DEHLORT,D,75,337
GHOPRTU,T,67,254
GHOPRTU,R,52,209
GHOPRTU,O,72,280
AHORTWY,T,86,378
AHORTWY,R,82,376
AHORTWY,O,66,305
AHORTWY,A,76,362
EHORSTW,W,54,276
EHORSTW,H,89,430
AHRTUWY,T,50,189
AHRTUWY,A,53,209
HORSTUY,U,65,265
HORSTUY,T,84,318
HORSTUY,S,70,300
HORSTUY,R,71,281
HORSTUY,O,74,283
HORSTUY,H,55,218
EFHIRTU,T,82,370
EFHIRTU,R,82,366
EFHIRTU,I,57,268
EFHIRTU,E,87,397
ADEHRTW,W,64,347
ADEHRTW,H,99,549
EHIMNTY,T,58,225
EHIMNTY,N,50,215
EHIMNTY,E,57,229
DHIORTY,O,56,183
CEIKLRT,L,85,403
CEIKLRT,C,71,377
CGIKLNT,I,63,276
CDEIKST,T,51,242
CDEIKST,S,55,209
CDEIKST,I,66,237
CDEIKST,E,69,303
CDEIKST,D,55,240
ACEIKOT,T,69,310
ACEIKOT,O,51,209
ACEIKOT,C,59,290
ACEIKOT,A,58,258
ADEIRTW,W,61,284
ABEIKRT,K,57,232
BDEIMRT,T,97,442
BDEIMRT,M,86,411
BDEIMRT,D,87,436
BDEIMRT,B,75,394
BEILMRT,M,86,403
BEILMRT,L,96,453
BEILMRT,B,71,338
EIKMPRT,T,86,398
EIKMPRT,R,98,451
EIKMPRT,P,63,273
EIKMPRT,M,64,270
EIKMPRT,I,93,393
EIMRSTV,V,55,324
EIMRSTV,M,80,386
IMORSTU,U,83,431
IMORSTU,T,95,432
IMORSTU,R,92,452
IMORSTU,O,94,434
IMORSTU,M,75,357
IMORSTU,I,76,390
AIMNPST,P,85,366
AIMNPST,M,96,467
DEILRTY,Y,59,247
DEILRTY,T,94,438
DEILRTY,L,97,451
DEILRTY,D,85,391
EIMOSTU,U,56,236
EIMOSTU,T,93,364
EIMOSTU,O,69,315
EIMOSTU,M,91,376
EIMOSTU,I,66,307
EIMOSTU,E,85,359
ADFLOTX,O,51,168
EILORTY,O,92,356
EILORTY,I,81,342
EIKLNOT,T,93,374
EIKLNOT,O,83,292
EIKLNOT,L,99,363
EIKLNOT,K,64,210
EHLOSTU,U,75,323
EHLOSTU,H,80,358
EKLOPRT,L,88,365
AELMOTY,Y,52,254
AELMOTY,O,86,333
AELMOTY,E,98,394
BEGIMOT,T,51,180
ELNOSTY,Y,61,325
DEGNOTU,U,51,235
DEGNOTU,T,58,233
DEGNOTU,O,63,240
DEGNOTU,N,81,340
DEGNOTU,E,89,378
DEGNOTU,D,69,302
BHORSTU,U,81,318
BHORSTU,T,90,343
BHORSTU,S,82,340
BHORSTU,R,79,329
BHORSTU,O,89,339
BHORSTU,H,63,243
EHIKLOT,T,68,244
EHIKLOT,O,57,198
EHIKLOT,L,67,215
EHIKLOT,I,52,190
EHIKLOT,E,60,234
CHIKOPT,O,58,228
DEKNOPT,T,59,263
DEKNOPT,P,53,225
DEKNOPT,O,76,291
DEKNOPT,N,70,292
DEKNOPT,E,96,368
IMNOPTW,O,51,226
DIOPRTY,T,56,203
DIOPRTY,O,64,220
IORSTUY,U,52,280
IORSTUY,T,73,322
IORSTUY,S,72,369
IORSTUY,R,74,354
IORSTUY,O,61,269
LORSTUY,U,62,265
LORSTUY,T,73,272
LORSTUY,S,67,296
LORSTUY,R,70,283
LORSTUY,O,77,265
LORSTUY,L,60,215
GINORTU,U,57,297
GINORTU,T,88,407
GINORTU,R,85,409
GINORTU,O,88,416
GINORTU,N,93,501
GINORTU,I,95,511
GINORTU,G,83,442
AILORTZ,T,90,347
AILORTZ,R,89,336
AILORTZ,O,71,260
AILORTZ,L,79,280
AILORTZ,I,79,294
AILORTZ,A,95,388
AEILOTZ,T,77,294
AEILOTZ,O,51,185
AEILOTZ,L,90,338
AEILOTZ,E,62,255
AEILOTZ,A,66,261
CDEHOTU,T,55,219
EGHIOTU,T,50,205
GHLOTUY,O,50,172
ENORTUY,U,60,298
ENORTUY,O,87,380
ENORTUY,N,83,397
DELOSTU,U,78,317
DELOSTU,T,97,399
DELOSTU,D,73,297
ADEHOTW,T,53,191
ADEHOTW,E,57,219
ADEHOTW,D,54,199
ADEHOTW,A,51,187
EILNOTW,T,94,381
EILNOTW,O,77,301
EILNOTW,N,87,371
EILNOTW,L,96,360
EILNOTW,I,86,365
EILNOTW,E,99,415
DENOSTW,W,57,263
DENOSTW,T,94,429
DENOSTW,O,88,351
DENOSTW,D,75,342
AMNOSTW,T,63,245
AMNOSTW,S,72,279
AMNOSTW,O,84,310
AMNOSTW,N,83,345
AMNOSTW,M,68,269
AEIMOTX,T,58,190
AEIMOTX,M,66,224
CGILOTX,L,54,181
CGILOTX,I,57,217
ACHRSTU,T,100,449
ACHRSTU,H,83,346
ACHRSTU,C,76,371
ABCKLRT,C,50,248
ABCKLRT,A,94,387
ACDEKRT,K,50,232
ACDEKRT,D,79,360
ACDEFRT,F,86,434
ADGINRT,T,95,468
ADGINRT,D,85,402
ACFIORT,O,80,309
ACFIORT,I,82,385
ACFIORT,C,83,402
ACGHNRT,T,56,257
ACGHNRT,R,58,250
ACGHNRT,N,53,242
ACGHNRT,C,51,256
ACGHNRT,A,100,423
ACGILRT,T,91,445
ACGILRT,R,89,392
ACGILRT,L,99,449
ACGILRT,C,76,434
AGNOPRT,P,71,316
AGNOPRT,N,96,430
AGNOPRT,G,69,308
ALNORST,R,94,368
ALNORST,N,93,407
ALNORST,L,96,379
ALNRSTU,R,99,466
ALNRSTU,N,92,442
ALNRSTU,L,86,386
ALNPRST,T,86,362
ALNPRST,S,80,320
ALNPRST,R,64,249
ALNPRST,P,67,260
ALNPRST,N,58,266
ALNPRST,L,61,269
ANOPRST,N,93,416
ALNRSTV,T,53,217
ALNRSTV,S,56,234
ALNRSTV,A,97,383
AEIRTUV,V,55,314
AEIRTUV,I,84,450
ADELRTV,V,75,404
ADELRTV,D,94,446
AERSTVY,Y,60,264
AERSTVY,V,56,277
BCEKRTU,U,58,240
BCEKRTU,T,55,257
BCEKRTU,R,67,282
BCEKRTU,E,71,319
BELMRST,T,85,426
BELMRST,S,79,382
BELMRST,R,79,420
BELMRST,L,68,347
BILRSTU,U,67,274
BILRSTU,T,56,229
BILRSTU,S,65,277
BILRSTU,R,50,211
BILRSTU,I,64,267
ABIRTUY,T,70,279
ABIRTUY,R,76,291
ABIRTUY,B,61,224
ABIRTUY,A,85,319
CHIRSTY,I,54,232
CILORTU,T,65,219
CILORTU,R,54,207
CILORTU,O,73,243
CILORTU,L,56,172
CILORTU,C,50,216
ACDINRT,D,99,506
DEIMRTY,T,87,388
DEIMRTY,M,76,327
DEIMRTY,D,69,305
AFILORT,O,96,353
AFILORT,F,77,319
HILNORT,T,68,242
HILNORT,R,51,201
HILNORT,O,79,277
HILNORT,I,60,217
GILORTY,R,53,160
GILORTY,O,72,225
GILORTY,L,55,179
GIMNRST,N,52,266
GIMNRST,I,79,337
GIMNRST,G,50,273
DEIORTX,T,91,395
DEIORTX,O,85,373
DEIORTX,I,80,346
DEIORTX,D,79,350
EILPRTX,T,84,406
EILPRTX,R,85,411
EILPRTX,P,61,288
EILPRTX,L,80,355
GILNPRT,N,50,284
GILNPRT,I,75,338
GILNPRT,G,51,280
DILOPRT,T,57,193
DILOPRT,R,54,191
DILOPRT,P,51,208
DILOPRT,O,93,301
DILOPRT,L,60,189
DILOPRT,I,56,197
IMORSTY,T,63,246
IMORSTY,S,58,271
IMORSTY,R,55,193
IMORSTY,O,76,312
IMORSTY,M,54,237
IMORSTY,I,55,237
AILRTVY,T,68,337
AILRTVY,R,80,360
AILRTVY,L,83,362
AILRTVY,I,84,367
GIMORTU,T,55,188
GIMORTU,R,58,214
GIMORTU,O,57,206
GILNORT,T,82,351
GILNORT,R,78,352
GILNORT,N,98,531
GILNORT,L,81,362
GILNORT,G,94,508
BDIMORT,O,63,186
BEMNORT,M,88,413
BEMNORT,B,75,334
ILMOPRT,T,67,232
ILMOPRT,R,54,194
ILMOPRT,P,52,203
ILMOPRT,O,92,303
ILMOPRT,L,58,181
ILMOPRT,I,61,201
IKORSTY,T,52,192
IKORSTY,O,54,203
BLORSTU,U,75,268
BLORSTU,T,73,243
BLORSTU,S,64,239
BLORSTU,R,65,259
BLORSTU,O,84,264
BLORSTU,L,54,139
BLORSTU,B,51,174
ACNRTUY,Y,50,239
ACNRTUY,T,71,301
ACNRTUY,R,78,344
ACNRTUY,N,69,301
ACNRTUY,C,50,245
CEKLRTU,U,71,304
CEKLRTU,T,67,333
CEKLRTU,R,78,367
CEKLRTU,L,70,306
CEKLRTU,E,96,444
CEKLRTU,C,61,282
CELNRTU,U,93,461
CELNRTU,N,75,409
CELNRTU,L,78,391
CELNRTU,C,73,391
ADEHRTU,U,56,228
ADEHRTU,H,91,451
ADEHRTU,D,98,463
ELORTUV,V,58,316
ELORTUV,U,59,274
ELORTUV,L,90,399
EMPRTUY,U,54,268
EMPRTUY,T,68,325
EMPRTUY,R,80,367
EMPRTUY,P,57,261
EMPRTUY,E,91,404
DELNRTU,U,96,464
DELNRTU,T,94,487
DELNRTU,N,97,499
DELNRTU,L,67,308
DELNRTU,D,85,429
FLRSTUY,U,58,229
INPRSTY,I,62,238
BEIKLTU,T,53,208
BEIKLTU,L,80,295
BEIKLTU,I,56,217
BEIKLTU,E,73,288
BEIKLTU,B,51,209
BCELRTU,T,81,396
BCELRTU,R,96,458
BCELRTU,L,88,378
BCELRTU,C,53,228
BCELRTU,B,66,281
ACHMNTU,U,55,250
ACHMNTU,T,56,245
ACHMNTU,N,61,310
ACHMNTU,M,51,247
ACHMNTU,A,88,411
ADESTUY,T,84,383
ADESTUY,S,99,423
ADESTUY,E,93,391
ADESTUY,D,64,259
ADESTUY,A,81,334
BEGLMTU,U,60,224
BEGLMTU,L,65,246
BEGLMTU,E,67,267
BELMRTU,U,97,465
BELMRTU,T,79,386
BELMRTU,R,97,508
BELMRTU,M,61,323
BELMRTU,L,92,434
BELMRTU,B,82,411
CEMNSTU,U,62,287
CEMNSTU,T,78,346
CEMNSTU,S,89,418
CEMNSTU,N,66,346
CEMNSTU,E,98,463
LMOSTUY,U,52,210
LMOSTUY,T,57,215
LMOSTUY,S,57,229
LMOSTUY,O,61,218
LMOSTUY,L,53,191
CGINSTU,U,66,315
CGINSTU,T,64,300
CGINSTU,S,75,354
CGINSTU,N,78,395
CGINSTU,I,80,403
AGNOPTU,T,53,195
AGNOPTU,O,52,194
AGNOPTU,N,61,220
AGNOPTU,A,70,250
ABIRTUX,T,50,181
ABIRTUX,R,52,198
ABIRTUX,A,62,215
BEJORTU,U,56,251
BEJORTU,T,83,369
BEJORTU,R,89,408
BEJORTU,O,72,300
BEJORTU,E,83,395
BEJORTU,B,54,238
BELNRTU,N,81,385
BELNRTU,L,82,353
BELNRTU,B,92,420
ADEIRTU,U,51,216
EGNRTUV,U,57,290
EGNRTUV,T,73,358
EGNRTUV,R,92,496
EGNRTUV,N,81,409
HIKRSTU,U,52,197
HIKRSTU,S,65,250
HIKRSTU,R,52,225
EKMNRTU,T,65,285
EKMNRTU,R,63,291
EKMNRTU,N,51,218
EKMNRTU,E,81,344
ILMORTU,T,66,215
ILMORTU,R,50,172
ILMORTU,O,70,212
ILMORTU,M,55,223
ILMORTU,L,57,175
ILMORTU,I,51,179
CKNORTU,T,54,220
CKNORTU,R,51,203
CKNORTU,O,75,296
CKNORTU,C,52,220
EKNRTUY,T,68,292
EKNRTUY,R,63,270
EKNRTUY,N,54,235
EKNRTUY,E,69,288
DEIPRTU,U,53,237
DEIPRTU,T,93,447
DEIPRTU,P,75,338
DEIPRTU,I,82,362
DEIPRTU,D,62,268
ACNSTUY,U,57,263
ACNSTUY,T,59,250
ACNSTUY,S,69,305
ACNSTUY,N,73,320
ACNSTUY,C,51,243
ACNSTUY,A,92,418
EHRSTUY,U,76,334
EHRSTUY,H,61,277
AELRTUY,Y,77,336
AELRTUY,U,65,286
AILORTU,O,80,297
AILORTU,L,95,349
AILORTU,I,80,322
ADELRTW,W,71,339
DEINSTW,W,62,330
DEILRTW,W,56,252
DEILRTW,T,97,471
DEILRTW,L,92,410
DEILRTW,D,78,360
EIKLNTW,T,63,243
EIKLNTW,N,70,285
EIKLNTW,L,76,300
EIKLNTW,I,88,332
EIKLNTW,E,93,369
GIKLNTW,I,63,270
CGHINTW,I,56,242
CENOPTW,T,53,235
CENOPTW,O,66,251
CENOPTW,N,55,222
CENOPTW,E,68,265
ENOPTWY,T,50,203
ENOPTWY,E,61,234
CEORSTW,C,82,414
AIMNPTY,T,67,302
AIMNPTY,P,53,227
AIMNPTY,N,89,415
AIMNPTY,M,59,244
AIMNPTY,I,85,353
AMNPTUY,N,54,234
AMNPTUY,A,76,302
ADELNTY,Y,53,238
ADELNTY,T,98,498
ADELNTY,D,99,460
ACEPSTY,P,82,347
ACEPSTY,C,51,254
ACEFPTY,A,51,212
EIPRTWY,T,75,369
EIPRTWY,R,83,375
EIPRTWY,P,59,273
EIPRTWY,I,70,329
ADINRTY,Y,54,246
ADINRTY,T,89,413
ADINRTY,N,99,469
ADINRTY,I,98,462
ADINRTY,D,68,288
ANRSTUY,Y,55,269
ANRSTUY,U,87,413
ANRSTUY,T,100,456
ANRSTUY,S,92,432
ANRSTUY,N,81,362
DEMORTU,U,78,396
DEMORTU,M,93,430
DEMORTU,D,91,421
ACGIRTU,T,65,307
ACGIRTU,R,86,377
ACGIRTU,I,70,336
ACGIRTU,C,52,296
ACGIRTU,A,95,412
AEIKNRU,R,92,359
AEIKNRU,N,83,341
AEIKNRU,K,56,202
AEIKNRU,I,69,266
AEIKNRU,E,62,219
AEIKNRU,A,92,353
AIKNRUY,R,61,255
AIKNRUY,N,59,248
AIKNRUY,A,78,308
ABLNRTU,U,96,390
ABLNRTU,T,83,348
ABLNRTU,R,86,363
ABLNRTU,N,76,343
ABLNRTU,L,69,290
ABLNRTU,B,75,288
ABELMSU,U,84,361
ABCILMU,U,58,269
ABCILMU,M,78,341
ABCILMU,I,80,389
ABCILMU,C,64,327
ABCILMU,B,65,300
BCILMSU,U,66,312
BCILMSU,S,59,267
BCILMSU,L,54,253
BCILMSU,I,52,240
EHMNPTU,E,51,194
ADENPTU,U,75,409
ADENPTU,P,91,471
ADFINRU,R,83,351
ADFINRU,N,78,349
ADFINRU,I,66,293
ADFINRU,D,60,245
ADEINRU,U,71,346
AEIKLNU,N,91,366
AEIKLNU,K,67,239
AEIKLNU,I,78,315
AEIKLNU,E,81,317
AEIKLNU,A,78,303
AIMNTUY,U,52,255
AIMNTUY,T,76,370
AIMNTUY,N,94,452
AIMNTUY,M,74,329
AIMNTUY,I,72,336
AIMNTUY,A,99,435
ABELNPU,U,58,229
ABELNPU,P,75,296
ABELNPU,N,65,268
ABELNPU,E,100,386
ABELNPU,B,69,275
ADEGNPU,U,51,226
ADEGNPU,P,62,274
ADEGNPU,N,98,445
ADEGNPU,G,58,247
ADEGNPU,E,94,417
ADEGNPU,D,83,385
ADEKNSU,U,71,317
ADEKNSU,D,94,420
AGILNUV,U,53,253
AGILNUV,N,97,512
AGILNUV,G,97,481
ADEGNUV,N,84,368
ADEGNUV,G,52,221
ADEGNUV,E,88,379
ADEGNUV,D,72,315
ADEGNUV,A,84,330
ADEKNUW,N,70,293
ADEKNUW,E,70,289
ADEKNUW,D,66,271
ADEKNUW,A,64,236
AENRSUW,U,64,324
ABCELNU,U,70,319
ABCELNU,N,78,398
ABCELNU,E,97,451
ABCELNU,C,78,429
ABCELNU,B,86,381
ABDENRU,U,95,480
ABELNTU,U,100,477
ABDELNU,U,85,387
BDEGINU,N,91,464
BDEGINU,I,72,388
BDEGINU,G,63,341
BDEGINU,E,88,433
BDEGINU,D,71,358
BDEGINU,B,51,268
BDELNSU,U,73,345
BDELNSU,S,84,436
BDELNSU,N,81,459
BDELNSU,L,85,419
BDELNSU,D,82,428
BDELNSU,B,56,263
BGIKLNU,L,50,205
BCKLNOU,O,57,171
BDLNOUY,O,57,211
BDLNOUY,L,52,197
BDEKNOU,O,53,188
BDEKNOU,N,65,250
BDEKNOU,E,60,240
BDEKNOU,D,53,236
BDENOUW,O,56,236
BDENOUW,N,72,331
BDENOUW,E,75,344
BDENOUW,D,73,357
BEKNORU,R,73,285
BEKNORU,O,71,244
BEKNORU,N,61,206
BEKNORU,E,70,252
BEKNORU,B,72,272
BDEINRU,U,67,360
BDEINRU,I,93,469
BDEINRU,B,86,451
ACILNUY,N,69,347
ACILNUY,L,85,409
ACILNUY,I,62,332
ACILNUY,C,68,365
ACILNUY,A,98,473
ACDENPU,P,60,265
ACDENPU,N,92,446
ACDENPU,E,96,449
ACDENPU,D,89,417
ACDENPU,C,52,269
ACDENPU,A,97,433
ACGHINU,N,77,368
ACGHINU,I,62,303
ACGHINU,G,56,265
ACGHINU,A,75,364
ACLNPSU,U,91,417
ACLNPSU,S,95,431
ACLNPSU,P,63,236
ACLNPSU,N,61,283
ACLNPSU,L,91,415
ACLNPSU,C,55,286
ACKLNOU,O,59,176
ACKLNOU,N,63,231
ACKLNOU,L,64,228
ACKLNOU,C,61,241
ACKLNOU,A,67,254
CDENORU,U,77,434
CDENORU,C,100,553
CDENOTU,U,54,273
CDENOTU,T,82,413
CDENOTU,O,82,385
CDENOTU,N,98,482
CDENOTU,D,80,411
CDENOTU,C,70,376
CDEKNOU,O,59,234
CDEKNOU,N,62,249
CDEKNOU,E,65,275
CDEKNOU,D,58,260
CDEKNOU,C,51,217
CENORUV,R,78,401
CENORUV,O,69,323
CENORUV,N,66,339
CENORUV,E,85,419
CENORUV,C,61,323
BCDENRU,U,70,344
BCDENRU,R,78,366
BCDENRU,N,57,294
BCDENRU,D,78,381
CDENRUV,U,59,315
CDENRUV,R,77,392
CDENRUV,N,57,313
CDENRUV,D,72,352
ADEFNTU,U,64,329
ADEFNTU,T,92,476
ADEFNTU,A,99,492
CDENRTU,U,97,506
CDENRTU,D,95,506
CDENRTU,C,72,385
DEGHNRU,U,55,259
DEGHNRU,R,64,307
DEGHNRU,N,52,260
DEGHNRU,E,86,404
DEGHNRU,D,64,302
DEINRUV,V,66,370
DEINRUV,N,93,486
DEINRUV,I,80,409
DEINRUV,D,99,502
DEILNRU,U,69,318
DEILNRU,R,94,443
DEILNRU,N,88,421
DEILNRU,L,83,353
DEILNRU,I,88,397
DEIMNRU,U,75,425
DEIMNRU,N,97,497
DEIMNRU,M,92,471
DEIMNRU,I,99,474
DEINPRU,U,56,271
DEINPRU,R,98,450
DEINPRU,P,66,306
DEINPRU,N,91,467
DEINPRU,I,78,379
DEINPRU,D,86,413
DELNRSU,L,85,451
DENRSUX,U,72,374
DENRSUX,S,85,449
DENRSUX,R,72,373
DENRSUX,N,72,423
DENRSUX,D,81,432
ADENRUW,W,57,285
ADENRUW,U,56,290
DENORUW,W,51,276
DENORUW,U,52,284
DENORUW,R,87,405
DENORUW,O,88,412
DENORUW,N,87,437
DENRSUV,V,60,381
DENRSUV,U,83,475
DENRSUV,D,96,548
DEGINSU,U,80,458
DEGINSU,G,92,542
DEGINSU,D,96,524
DEFGINU,N,83,439
DEFGINU,I,63,353
DEFGINU,G,53,297
DEFGINU,E,81,422
DEFGINU,D,73,389
ADENPRU,U,81,403
DEILNUV,N,68,325
DEILNUV,L,70,279
DEILNUV,I,69,300
DEILNUV,E,96,416
DEILNUV,D,70,316
ADELNQU,U,60,265
ADELNQU,N,71,322
ADELNQU,L,72,301
ADELNQU,E,82,377
ADELNQU,D,86,363
ADELNQU,A,83,339
DEINPQU,E,58,269
CDELNUX,E,51,222
CDENSUX,U,53,295
CDENSUX,S,63,342
CDENSUX,N,52,301
CDENSUX,E,80,425
CDENSUX,D,60,311
ADFGINU,N,69,286
ADFGINU,I,53,257
ADFGINU,G,53,231
ADFGINU,A,67,263
AEFNSTU,U,80,388
DEFNRTU,U,83,436
DEFNRTU,T,89,459
DEFNRTU,N,95,521
DEFNRTU,F,55,288
DEFNRTU,D,90,477
DEFLNOU,U,62,280
DEFLNOU,O,64,254
DEFLNOU,N,71,338
DEFLNOU,L,78,305
DEFLNOU,F,60,284
DEFLNOU,E,96,439
DEFLNOU,D,91,409
EFNORSU,U,73,388
EFNORSU,O,81,411
EFNORSU,N,74,412
EFNORSU,F,50,258
DGLNOUY,O,51,180
DGLNOUY,L,50,162
AEHNRSU,U,90,434
AEHNRSU,N,97,485
AEHNRSU,H,80,378
ADEHLNU,U,63,266
ADEHLNU,N,87,405
ADEHLNU,H,53,246
DEGHINU,N,67,340
DEGHINU,I,53,277
DEGHINU,G,53,264
DEGHINU,E,65,315
DEGHINU,D,58,289
DEHINRU,R,77,358
DEHINRU,N,72,369
DEHINRU,I,62,298
DEHINRU,E,98,456
DEHINRU,D,80,379
DEHNOPU,N,50,208
DEHNOPU,E,56,219
EHNORSU,U,75,377
EHNORSU,O,99,493
EHNORSU,N,87,464
EHNORSU,H,62,293
HMNORSU,U,55,255
HMNORSU,S,58,247
HMNORSU,R,52,244
HMNORSU,O,70,292
CDINPSU,S,55,212
DEIMNPU,N,68,330
DEIMNPU,M,50,226
DEIMNPU,I,55,258
DEIMNPU,E,79,353
DEIMNPU,D,67,322
BDEINTU,U,51,255
BDEINTU,T,84,379
BDEINTU,N,95,454
BDEINTU,I,72,341
BDEINTU,D,80,386
BDEINTU,B,53,243
AILMNOU,U,54,263
AILMNOU,O,87,360
DEINTUV,T,72,365
DEINTUV,N,94,479
DEINTUV,I,70,355
DEINTUV,D,78,397
ADEINOU,O,55,242
ADEINOU,I,59,295
ADEINOU,E,71,319
ADEINOU,D,96,424
ADEINOU,A,73,322
AINOTUZ,T,62,343
AINOTUZ,O,50,271
AINOTUZ,N,76,408
AINOTUZ,I,64,366
AINOTUZ,A,64,345
DEINORU,U,59,294
DEINORU,O,84,374
DEINORU,I,77,368
ADINRTU,U,64,287
ADINRTU,T,92,427
